dispatch_date,order_id,customer_id,product_type,quantity,batch_ref,vehicle_number,driver_name,transporter,invoice_no,eway_bill_no,freight_inr,delivery_status,delivery_date,remarks
12-12-2021,D-2580,OEM-TVS,Disc Brake Caliper,1799,BATCH-2023-0369,KA01-6497,Rahul Sharma,TCI Express,INV-403826,EWB783977866826,10028.91,Delivered,,Short delivery – balance next trip
2021-03-11,D-1963,OEM-SUZUKI,Brake Pad Type A,832,BATCH-2023-0355,MH12-8960,Satish Bhosale,Gati Ltd,,EWB982602362779,15101.25,In Transit,25-10-2021,Customer requested reschedule
2022-04-04,D-1012,OEM-MAHINDRA,Drum Brake Assy,1413,BATCH-2024-0057,TN07-2895,Satish Bhosale,VRL Logistics,INV-270077,EWB251852677956,18777.7,In Transit,18-Nov-2023,Returned – wrong address
2022-09-23,D-1160,OEM-BAJAJ,Drum Brake Assy,1995,BATCH-2024-0019,TN07-9473,Amit Singh,Delhivery,INV-940348,,24461.01,In Transit,19/08/2023,Returned – wrong address
03/28/2021,D-3666,OEM-TVS,Disc Brake Caliper,290,BATCH-2024-0495,GJ01-2369,Ganesh Waghmare,VRL Logistics,INV-801244,EWB226400284247,12282.05,Delivered,24-Feb-2024,
2021-03-22,D-2318,OEM-HONDA,ABS Sensor Ring,894,BATCH-2022-0123,MH10-2759,Nitin Sawant,Safexpress,INV-218317,EWB725728350640,3989.55,Delivered,11/26/2021,On time
2023-02-23,D-1456,OEM-TVS,Brake Pad Type B,388,BATCH-2022-0380,MH04-6546,Ganesh Waghmare,VRL Logistics,INV-117286,EWB485594932917,11011.96,Delayed,09-12-2024,POD pending
2021-08-14,D-2703,OEM-RENAULT,Wheel Hub Assy,659,BATCH-2023-0260,MH13-1276,,TCI Express,INV-932430,EWB629902348305,17077.81,Delivered,23-Nov-2021,Short delivery – balance next trip
13/08/2021,D-1775,OEM-BAJAJ,CV Joint,1604,BATCH-2021-0393,MH13-5627,Pradeep Jadhav,BlueDart,INV-848903,EWB372735089979,14225.64,Delivered,31-Jan-2023,Customer requested reschedule
2024-08-12,D-4366,OEM-RENAULT,Wheel Hub Assy,1381,BATCH-2021-0252,GJ01-5130,Satish Bhosale,Mahindra Logistics,INV-855779,EWB989203104922,9559.05,Delivered,12/15/2024,POD pending
2023-01-14,D-3837,OEM-SUZUKI,Brake Disc,1897,BATCH-2024-0243,MH12-3167,Nitin Sawant,TCI Express,INV-152114,EWB658231205245,3932.62,Delivered,2021-05-25,Short delivery – balance next trip
2024-01-19,D-4448,OEM-MARUTI,Wheel Hub Assy,1821,BATCH-2022-0025,MH10-2049,Vijay Chavan,BlueDart,INV-555584,EWB275393270695,776.45,Delivered,07/03/2024,Customer requested reschedule
2022-10-27,D-2185,OEM-RENAULT,Brake Shoe,857,BATCH-2021-0328,MH04-8076,Ganesh Waghmare,Delhivery,INV-509920,EWB689216316836,17625.76,In Transit,06/15/2023,Delayed – vehicle breakdown
22-04-2022,D-3250,OEM-TVS,Drum Brake Assy,1175,BATCH-2023-0260,TN07-1627,Ganesh Waghmare,Self-transport,INV-192189,EWB558501675226,17262.71,,2022-03-05,On time
2021-05-24,D-2738,OEM-MARUTI,Brake Disc,672,BATCH-2024-0136,GJ01-5964,Deepak More,Mahindra Logistics,INV-141146,EWB621801089657,14372.61,In Transit,2024-08-18,Returned – wrong address
2023-10-18,D-2459,OEM-TATA,Brake Shoe,60,BATCH-2021-0117,GJ01-8986,Rahul Sharma,Mahindra Logistics,INV-888538,EWB497669363748,9755.42,Delivered,24-Jan-2023,Customer requested reschedule
2023-09-10,D-3203,OEM-MAHINDRA,ABS Sensor Ring,707,BATCH-2021-0377,KA01-8033,Ganesh Waghmare,VRL Logistics,INV-805120,EWB767285151236,2397.32,Delivered,2024-02-22,Short delivery – balance next trip
2021-12-11,D-2975,OEM-MAHINDRA,Brake Pad Type A,459,BATCH-2023-0171,MH12-5596,Pradeep Jadhav,Delhivery,INV-254880,EWB383027874974,5058.31,Delivered,06/25/2021,Delayed – vehicle breakdown
25-Jul-2022,D-3298,OEM-MARUTI,Drum Brake Assy,1026,BATCH-2024-0083,GJ01-9722,Satish Bhosale,Mahindra Logistics,INV-386185,EWB979522599061,3025.98,Delivered,09-07-2024,POD pending
2021-12-15,D-3941,OEM-BAJAJ,Brake Shoe,1296,BATCH-2024-0231,MH12-3047,Suresh Patil,TCI Express,INV-646140,EWB774639272724,859.55,Delivered,2022-06-04,Returned – wrong address
2024-10-10,D-3272,OEM-SUZUKI,Wheel Hub Assy,903,BATCH-2023-0300,GJ01-5808,Suresh Patil,VRL Logistics,INV-873692,EWB987773192930,12736.44,Returned,03/21/2022,Returned – wrong address
2024-09-08,D-4384,OEM-MAHINDRA,ABS Sensor Ring,1465,BATCH-2021-0293,MH04-4252,Deepak More,Delhivery,INV-272647,EWB974011776423,22545.5,Delayed,07-Jun-2022,On time
2022-07-31,D-2890,OEM-HYUNDAI,Brake Disc,1949,BATCH-2022-0076,MH13-6161,Amit Singh,Delhivery,INV-842128,EWB666535174621,14927.24,In Transit,24/08/2022,POD pending
2023-12-15,D-1174,OEM-HONDA,Disc Brake Caliper,1844,BATCH-2023-0245,MH12-4927,Ravi Kumar,Safexpress,INV-740158,EWB454592284749,15064.65,Delivered,,POD pending
2022-10-14,D-2348,OEM-TATA,Disc Brake Caliper,66,BATCH-2023-0034,MH12-7429,Suresh Patil,Safexpress,INV-427829,EWB853573397982,3825.55,Delivered,12/04/2024,Returned – wrong address
2023-02-13,D-1076,OEM-BAJAJ,ABS Sensor Ring,1980,BATCH-2023-0260,MH13-4710,Ganesh Waghmare,Gati Ltd,INV-499233,EWB755932870885,16349.42,Delivered,,Customer not available
2021-10-13,D-1169,OEM-TATA,CV Joint,665,BATCH-2022-0343,GJ01-2880,Amit Singh,VRL Logistics,INV-333380,EWB281077900889,21086.88,Delivered,01/20/2024,Customer requested reschedule
2024-01-25,D-1891,OEM-TATA,Clutch Plate,1385,BATCH-2022-0225,MH12-6649,Suresh Patil,Safexpress,INV-704295,EWB702219652426,23479.84,,2021-03-04,Short delivery – balance next trip
2024-07-03,D-3316,OEM-FORD,Disc Brake Caliper,1218,BATCH-2021-0017,MH14-5083,Vijay Chavan,Self-transport,INV-671110,EWB650501601143,,Delayed,12-10-2021,Returned – wrong address
2023-11-19,D-2808,OEM-TVS,CV Joint,544,BATCH-2024-0237,TN07-6593,Rahul Sharma,Mahindra Logistics,INV-649021,EWB389649638077,6991.36,Delayed,2024-07-14,Returned – wrong address
17/06/2023,D-2927,OEM-MARUTI,Drum Brake Assy,1158,BATCH-2021-0022,MH10-7654,Satish Bhosale,Safexpress,INV-964176,EWB768448007717,7131.36,Partial,,Customer requested reschedule
10/22/2023,D-1459,OEM-FORD,Brake Pad Type A,1524,BATCH-2021-0256,GJ01-5701,Ganesh Waghmare,Mahindra Logistics,,EWB599512491439,13370.39,Delivered,10/05/2023,
2021-07-26,D-2589,OEM-BAJAJ,Brake Pad Type B,981,BATCH-2022-0075,MH14-2621,Amit Singh,,INV-459085,EWB554543415843,3856.63,Delivered,01/24/2024,Customer requested reschedule
2024-09-13,D-3644,OEM-MARUTI,ABS Sensor Ring,75,BATCH-2022-0023,GJ01-3224,Nitin Sawant,TCI Express,INV-548069,EWB417207001409,19600.21,Delivered,09-08-2021,Short delivery – balance next trip
2024-03-28,D-2268,OEM-MAHINDRA,Clutch Plate,1926,BATCH-2024-0257,MH04-2904,Ganesh Waghmare,Self-transport,INV-707943,EWB655666825288,9738.83,Delivered,08/06/2023,Short delivery – balance next trip
07/21/2023,D-4013,OEM-TVS,Wheel Hub Assy,686,BATCH-2021-0304,MH10-5616,Pradeep Jadhav,VRL Logistics,INV-711511,EWB511045728524,23819.36,Delivered,08-Oct-2023,Customer requested reschedule
2022-12-04,D-4162,OEM-TATA,CV Joint,583,BATCH-2023-0005,MH14-2839,Ravi Kumar,,INV-899066,EWB912046158436,4995.05,In Transit,2023-10-27,Short delivery – balance next trip
2023-06-09,D-3865,OEM-TVS,Disc Brake Caliper,1328,BATCH-2021-0323,MH04-9996,Suresh Patil,Delhivery,INV-928651,EWB639551169217,5815.61,Delivered,07/10/2024,
2021-06-27,D-1912,OEM-MAHINDRA,Drum Brake Assy,406,BATCH-2021-0232,MH14-5551,Suresh Patil,TCI Express,INV-495156,EWB637523688515,522.37,In Transit,04/14/2021,Short delivery – balance next trip
2023-10-28,D-1453,OEM-FORD,Brake Pad Type B,441,BATCH-2021-0225,KA01-5506,Rahul Sharma,VRL Logistics,,EWB516527454746,22124.77,Delivered,06-03-2024,Returned – wrong address
04/08/2023,D-4155,OEM-TATA,Disc Brake Caliper,88,BATCH-2021-0100,MH10-5315,Rahul Sharma,Self-transport,INV-825040,EWB162634880278,8062.73,Returned,10/18/2023,Customer requested reschedule
2022-04-06,D-2248,OEM-TVS,ABS Sensor Ring,597,BATCH-2021-0357,MH13-3657,Ravi Kumar,Gati Ltd,INV-860424,EWB288232503452,1376.93,In Transit,2022-04-25,Delayed – vehicle breakdown
2022-06-01,D-4496,OEM-MARUTI,Brake Shoe,1380,BATCH-2023-0290,TN07-8400,Nitin Sawant,Safexpress,,EWB469209471920,22642.87,Partial,,POD pending
2024-05-21,D-2888,OEM-SUZUKI,CV Joint,1910,BATCH-2021-0109,KA01-8937,Pradeep Jadhav,BlueDart,INV-977615,EWB607793816588,2679.85,Delivered,08-09-2023,Returned – wrong address
08-05-2023,D-1332,OEM-HONDA,Drum Brake Assy,1249,BATCH-2022-0316,GJ01-7113,,TCI Express,INV-875985,,19780.08,,07/09/2024,On time
03-11-2021,D-4060,OEM-RENAULT,Clutch Plate,1777,BATCH-2023-0340,KA01-4683,Ravi Kumar,Safexpress,INV-567519,,15605.79,Delivered,30-01-2022,Customer requested reschedule
18/12/2023,D-1168,OEM-MAHINDRA,Brake Pad Type B,1257,BATCH-2021-0087,MH13-2557,Ravi Kumar,VRL Logistics,INV-773919,EWB364772094325,20940.0,Delayed,14-06-2022,Short delivery – balance next trip
03-05-2023,D-3876,OEM-SUZUKI,CV Joint,1288,BATCH-2021-0285,MH04-5145,Pradeep Jadhav,Self-transport,INV-530480,EWB788999243382,16676.76,Delivered,08/16/2023,Short delivery – balance next trip
2021-09-30,D-1475,OEM-RENAULT,ABS Sensor Ring,530,BATCH-2021-0398,MH13-9445,,Delhivery,INV-249203,,3182.02,Delivered,01-10-2021,
08-08-2024,D-3607,OEM-HYUNDAI,Brake Pad Type B,779,BATCH-2023-0308,MH13-7492,Ravi Kumar,Safexpress,INV-343199,EWB526574162004,,Delivered,20/08/2021,Delayed – vehicle breakdown
2022-08-04,D-3335,OEM-TATA,Disc Brake Caliper,1300,BATCH-2021-0027,GJ01-8362,Amit Singh,Safexpress,INV-140308,EWB598675488712,15767.22,Delivered,06-Sep-2024,Short delivery – balance next trip
12-02-2024,D-4023,OEM-BAJAJ,Brake Shoe,1590,BATCH-2021-0022,MH13-2852,Rahul Sharma,Gati Ltd,INV-291691,EWB680753569725,9523.42,Delivered,12-12-2021,Short delivery – balance next trip
2023-02-07,D-2944,OEM-FORD,Brake Pad Type B,1509,BATCH-2021-0186,MH12-6481,Vijay Chavan,Mahindra Logistics,,EWB483855562224,20093.26,Delivered,27/01/2023,Customer not available
2023-12-03,D-4170,OEM-HYUNDAI,Brake Pad Type A,1223,BATCH-2024-0278,MH04-8959,Amit Singh,Mahindra Logistics,INV-474498,EWB594727647580,13225.7,In Transit,2023-01-03,Short delivery – balance next trip
29-May-2024,D-2778,OEM-BAJAJ,Wheel Hub Assy,92,BATCH-2023-0382,GJ01-7188,Amit Singh,TCI Express,INV-241800,,12634.9,Delivered,03/10/2021,Short delivery – balance next trip
27/07/2023,D-2078,OEM-RENAULT,Wheel Hub Assy,700,BATCH-2023-0481,MH10-2700,Satish Bhosale,BlueDart,INV-801090,EWB411134816737,10207.86,Returned,,On time
2021-06-15,D-3392,OEM-TVS,Clutch Plate,1319,BATCH-2022-0303,KA01-8380,Rahul Sharma,VRL Logistics,INV-818675,EWB484079241657,,Delivered,10/11/2021,Customer requested reschedule
2024-03-04,D-1590,OEM-HYUNDAI,Brake Pad Type A,821,BATCH-2023-0080,TN07-5172,,TCI Express,INV-664027,EWB445302484139,19122.23,Delivered,,Customer not available
2023-11-24,D-1357,OEM-HYUNDAI,Brake Pad Type B,943,BATCH-2022-0103,MH14-6388,Deepak More,Self-transport,INV-174662,EWB265100362877,15918.28,In Transit,,Customer requested reschedule
05-09-2021,D-3144,OEM-MAHINDRA,CV Joint,583,BATCH-2024-0005,MH14-6768,Amit Singh,BlueDart,INV-302415,EWB401252733896,21985.4,Delivered,24-11-2024,Returned – wrong address
2023-05-19,D-3069,OEM-FORD,Brake Shoe,1799,BATCH-2024-0137,MH04-7708,Deepak More,Self-transport,INV-394146,EWB300380373927,24565.53,,22-11-2024,Delayed – vehicle breakdown
2021-12-26,D-2595,OEM-HYUNDAI,Drum Brake Assy,1307,BATCH-2021-0132,MH12-6540,Amit Singh,Gati Ltd,,EWB965587519955,14554.58,Delivered,12-Nov-2022,Customer not available
2022-07-03,D-1800,OEM-HONDA,Brake Disc,1117,BATCH-2021-0311,KA01-7314,Pradeep Jadhav,Self-transport,INV-235131,EWB650699058141,912.56,Delivered,10/18/2021,
2021-05-01,D-4302,OEM-RENAULT,Wheel Hub Assy,1075,BATCH-2021-0275,TN07-4321,Nitin Sawant,Gati Ltd,INV-943850,EWB563864917828,16242.26,In Transit,2024-06-26,Returned – wrong address
2021-06-15,D-2396,OEM-MAHINDRA,Wheel Hub Assy,1731,BATCH-2023-0215,MH13-5361,Suresh Patil,BlueDart,INV-495816,,10387.18,Delivered,04-Apr-2022,POD pending
2023-02-09,D-2940,OEM-TATA,Brake Pad Type B,548,BATCH-2021-0265,GJ01-6685,,VRL Logistics,INV-979003,EWB721005584560,11569.52,Delivered,2022-08-12,Short delivery – balance next trip
2022-02-21,D-2146,OEM-MAHINDRA,Drum Brake Assy,1321,BATCH-2024-0115,TN07-3629,Rahul Sharma,BlueDart,,EWB531624965617,2525.81,Delivered,17-11-2024,On time
2024-06-30,D-1883,OEM-HYUNDAI,Brake Disc,1621,BATCH-2022-0244,KA01-7646,Nitin Sawant,Self-transport,INV-160286,EWB416932125507,7633.69,Delivered,27-12-2024,
2023-02-11,D-3383,OEM-MAHINDRA,Brake Disc,1428,BATCH-2021-0263,GJ01-7463,Vijay Chavan,Delhivery,INV-100885,EWB996670331237,18467.94,Delivered,20/03/2021,Short delivery – balance next trip
18-Jun-2022,D-3483,OEM-BAJAJ,Wheel Hub Assy,895,BATCH-2024-0089,MH10-7716,Pradeep Jadhav,Gati Ltd,INV-250053,EWB733471813493,12655.2,Delivered,2022-08-29,Customer requested reschedule
2022-12-02,D-3047,OEM-FORD,Clutch Plate,1941,BATCH-2024-0241,MH10-3860,Nitin Sawant,Safexpress,INV-278847,EWB734424650457,21997.88,Partial,01/01/2022,Customer requested reschedule
2023-09-26,D-2966,OEM-MAHINDRA,Brake Pad Type B,1358,BATCH-2023-0487,MH14-1966,Ravi Kumar,BlueDart,INV-245612,EWB747755984741,3748.87,Delivered,12/07/2024,Delayed – vehicle breakdown
2021-11-01,D-2211,OEM-MARUTI,Brake Shoe,1428,BATCH-2024-0341,GJ01-9778,Deepak More,Self-transport,INV-654118,EWB900304204221,13792.31,In Transit,29-05-2024,Returned – wrong address
2022-09-07,D-1828,OEM-SUZUKI,Brake Disc,765,BATCH-2022-0018,MH12-8345,Amit Singh,Gati Ltd,INV-799648,EWB278545194754,4915.48,In Transit,06/20/2022,Customer requested reschedule
01-08-2024,D-4069,OEM-RENAULT,Disc Brake Caliper,1950,BATCH-2023-0349,GJ01-5428,Vijay Chavan,Self-transport,INV-194013,EWB603726413388,11449.64,Delivered,10-07-2023,Customer not available
2022-03-13,D-3583,OEM-FORD,ABS Sensor Ring,129,BATCH-2021-0195,GJ01-6403,Ganesh Waghmare,TCI Express,INV-807389,EWB911257232093,9172.0,Partial,27/09/2023,POD pending
2023-06-27,D-3741,OEM-MAHINDRA,Wheel Hub Assy,75,BATCH-2024-0470,MH12-7107,,Safexpress,INV-910478,EWB394843531080,2703.26,Delivered,,Returned – wrong address
2024-04-04,D-2656,OEM-FORD,Brake Shoe,387,BATCH-2022-0181,MH10-4861,Amit Singh,VRL Logistics,INV-303425,EWB591457328861,8463.93,Returned,2021-10-29,Delayed – vehicle breakdown
22/11/2022,D-4412,OEM-SUZUKI,ABS Sensor Ring,931,BATCH-2023-0477,MH12-7668,Vijay Chavan,TCI Express,INV-288861,EWB310295336035,24759.17,Delivered,,Returned – wrong address
2021-12-27,D-3478,OEM-HYUNDAI,Brake Pad Type B,1393,BATCH-2022-0190,MH14-7181,Deepak More,Gati Ltd,INV-579272,EWB801514194735,10223.65,Delivered,18-Aug-2021,Customer requested reschedule
2021-02-03,D-2999,OEM-TATA,Brake Pad Type A,676,BATCH-2022-0111,MH13-5497,Ganesh Waghmare,Delhivery,INV-591881,EWB192207765204,18243.98,Delivered,24-Dec-2024,POD pending
2022-09-07,D-1974,OEM-MAHINDRA,Brake Pad Type A,663,BATCH-2023-0265,KA01-2736,Deepak More,BlueDart,INV-461137,EWB875072103243,,Delivered,2021-01-29,
2023-12-02,D-4323,OEM-TVS,Brake Pad Type A,1794,BATCH-2023-0439,TN07-8755,Nitin Sawant,Safexpress,INV-902170,EWB100942836467,14578.27,Delivered,11/10/2022,Customer not available
2022-08-31,D-2025,OEM-BAJAJ,Drum Brake Assy,820,BATCH-2024-0307,MH10-8767,Deepak More,Safexpress,INV-703791,EWB756731645361,16726.39,Delivered,03/19/2023,
2021-10-09,D-2561,OEM-TATA,Clutch Plate,1493,BATCH-2021-0436,MH04-5297,Deepak More,VRL Logistics,INV-929738,EWB693397130436,4278.48,Delayed,01-Feb-2023,POD pending
2021-04-16,D-1870,OEM-BAJAJ,Brake Disc,526,BATCH-2024-0457,MH12-9102,Deepak More,,INV-735107,EWB358822905116,10665.28,Delivered,11/20/2024,Delayed – vehicle breakdown
2024-06-10,D-1047,OEM-SUZUKI,Brake Pad Type A,50,BATCH-2023-0007,TN07-7767,Amit Singh,BlueDart,INV-790866,,9383.31,Delivered,10/06/2022,Customer not available
2024-01-12,D-3534,OEM-HYUNDAI,Brake Shoe,1582,BATCH-2021-0145,KA01-4935,Ganesh Waghmare,,INV-826810,,8675.19,Delivered,02-10-2021,POD pending
2023-07-17,D-1425,OEM-RENAULT,Wheel Hub Assy,476,BATCH-2022-0168,KA01-2407,Pradeep Jadhav,TCI Express,INV-945323,EWB736839846089,18003.31,Delivered,03/08/2024,POD pending
2024-07-06,D-2263,OEM-BAJAJ,ABS Sensor Ring,1155,BATCH-2022-0463,GJ01-8684,Ganesh Waghmare,VRL Logistics,INV-488977,EWB146279496297,10342.48,Delivered,21/06/2021,On time
2023-11-21,D-2759,OEM-TVS,Brake Pad Type A,683,BATCH-2022-0132,MH13-3155,Amit Singh,Delhivery,INV-718626,EWB743835548854,23829.01,,25-01-2023,Returned – wrong address
01-02-2024,D-1294,OEM-HYUNDAI,CV Joint,812,BATCH-2024-0215,MH12-9467,,,INV-363034,EWB817082020713,14359.57,Delivered,21-01-2022,Delayed – vehicle breakdown
2023-11-02,D-2447,OEM-MARUTI,Brake Disc,860,BATCH-2023-0373,MH12-4243,Suresh Patil,Gati Ltd,INV-769000,EWB600695819613,23844.69,Partial,16/08/2023,On time
11/16/2023,D-1241,OEM-BAJAJ,Drum Brake Assy,1914,BATCH-2023-0197,MH13-1474,Nitin Sawant,Self-transport,INV-947050,EWB494314591496,13303.23,In Transit,22-05-2023,Customer not available
2021-10-23,D-2372,OEM-MARUTI,CV Joint,1626,BATCH-2023-0064,MH12-5867,Ravi Kumar,TCI Express,INV-900313,EWB980484233291,,Delivered,,Returned – wrong address
13/03/2021,D-1985,OEM-MAHINDRA,Clutch Plate,273,BATCH-2022-0143,MH10-9485,Deepak More,Gati Ltd,INV-663941,,14786.27,,01/20/2023,Customer requested reschedule
26-Mar-2023,D-2161,OEM-SUZUKI,Brake Disc,763,BATCH-2021-0172,MH10-9358,Suresh Patil,Safexpress,INV-887249,EWB854037904035,15025.58,Delayed,16-May-2023,Customer requested reschedule
2021-07-31,D-4479,OEM-TVS,Drum Brake Assy,408,BATCH-2021-0025,KA01-5199,Vijay Chavan,Self-transport,,EWB741305280866,4563.79,Delivered,14/04/2023,POD pending
2024-11-16,D-2962,OEM-TVS,Brake Pad Type B,1867,BATCH-2021-0219,KA01-4157,,Self-transport,INV-734685,EWB314648427950,4750.71,In Transit,01/29/2024,POD pending
2024-09-08,D-1902,OEM-SUZUKI,Disc Brake Caliper,210,BATCH-2021-0101,MH12-7957,Amit Singh,Gati Ltd,INV-877713,EWB309068157425,8797.01,Delivered,12/16/2023,POD pending
2021-07-08,D-3581,OEM-HONDA,Clutch Plate,196,BATCH-2023-0045,KA01-6725,Ravi Kumar,,INV-371351,EWB581919962671,6593.64,Delivered,,Customer requested reschedule
2021-09-02,D-4168,OEM-MARUTI,Disc Brake Caliper,961,BATCH-2023-0351,MH14-9173,Deepak More,Mahindra Logistics,INV-469354,,20803.05,Delivered,09/21/2024,On time
2024-08-26,D-2161,OEM-TVS,Brake Pad Type A,1987,BATCH-2022-0127,GJ01-4902,Vijay Chavan,BlueDart,INV-747279,EWB467673001243,11504.79,Delivered,12-Jun-2024,POD pending
2023-10-05,D-3111,OEM-TVS,Brake Pad Type B,611,BATCH-2024-0139,MH14-8145,Ravi Kumar,VRL Logistics,,EWB133479144422,14686.83,,31/05/2024,Customer not available
2024-08-23,D-1875,OEM-SUZUKI,Brake Pad Type B,768,BATCH-2024-0240,TN07-3678,,VRL Logistics,INV-942865,EWB963995574333,4027.8,Delivered,22-Feb-2022,Short delivery – balance next trip
2022-07-27,D-2057,OEM-FORD,Clutch Plate,1581,BATCH-2024-0042,MH12-5591,Rahul Sharma,TCI Express,,EWB193474164444,11381.87,Delivered,06/13/2022,
2021-02-12,D-1678,OEM-BAJAJ,Brake Shoe,258,BATCH-2021-0500,MH13-9780,,Delhivery,INV-470539,EWB827736983768,20361.12,Delivered,03/14/2023,On time
2021-12-26,D-4451,OEM-HONDA,ABS Sensor Ring,452,BATCH-2023-0290,MH14-9915,Pradeep Jadhav,Mahindra Logistics,INV-394941,EWB683088001773,7947.46,Returned,08-07-2022,
2023-03-24,D-4395,OEM-BAJAJ,Brake Shoe,1775,BATCH-2022-0123,MH04-1275,Satish Bhosale,Self-transport,INV-764743,EWB323341699691,,In Transit,2023-07-21,Returned – wrong address
2023-02-12,D-3637,OEM-BAJAJ,ABS Sensor Ring,617,BATCH-2021-0038,MH04-9203,Pradeep Jadhav,Delhivery,INV-602145,EWB771092738961,18027.36,Delivered,2024-05-17,Customer not available
08/27/2021,D-4167,OEM-HYUNDAI,Brake Pad Type A,494,BATCH-2022-0006,MH13-1941,Ganesh Waghmare,Gati Ltd,,EWB954432308704,20925.99,Delayed,27-09-2021,Customer not available
2022-06-22,D-1818,OEM-BAJAJ,CV Joint,536,BATCH-2021-0424,GJ01-3235,Ganesh Waghmare,Delhivery,INV-391771,EWB757151691338,20305.2,,06-Apr-2024,
17-04-2022,D-3198,OEM-SUZUKI,Clutch Plate,868,BATCH-2024-0173,GJ01-4091,Rahul Sharma,Safexpress,INV-118004,EWB281910594606,19250.98,In Transit,2023-09-18,Delayed – vehicle breakdown
09-Jul-2023,D-2221,OEM-HONDA,Brake Shoe,280,BATCH-2024-0237,MH10-8702,Amit Singh,Safexpress,INV-243960,EWB912645586210,6783.2,Delayed,28-03-2023,Delayed – vehicle breakdown
2021-03-07,D-3023,OEM-BAJAJ,CV Joint,1186,BATCH-2024-0311,MH13-7071,,Safexpress,INV-186513,EWB246128429953,3320.31,,,Delayed – vehicle breakdown
21-01-2024,D-3375,OEM-HYUNDAI,Wheel Hub Assy,1442,BATCH-2022-0345,MH10-3772,Suresh Patil,Delhivery,INV-654368,EWB679390601821,18431.61,Delivered,25-Oct-2021,On time
27-06-2021,D-1906,OEM-BAJAJ,CV Joint,1196,BATCH-2024-0500,MH10-2223,Satish Bhosale,Delhivery,,,10166.19,Delivered,,POD pending
2024-12-14,D-1388,OEM-TVS,Clutch Plate,589,BATCH-2021-0444,MH12-5758,Rahul Sharma,Gati Ltd,INV-416745,EWB889346964543,13617.26,,26/09/2023,Customer requested reschedule
2021-09-07,D-1174,OEM-FORD,Clutch Plate,590,BATCH-2024-0250,GJ01-3698,Suresh Patil,Gati Ltd,INV-784915,,3137.14,Delivered,10/06/2022,On time
2022-07-29,D-2653,OEM-BAJAJ,CV Joint,559,BATCH-2022-0146,GJ01-8613,Suresh Patil,Self-transport,INV-872650,EWB178597855911,6338.94,Delivered,2023-04-20,Customer not available
06/11/2022,D-2261,OEM-SUZUKI,Brake Pad Type B,1340,BATCH-2021-0345,TN07-5892,Amit Singh,Delhivery,INV-104188,EWB825013883521,14481.67,Delivered,27-May-2021,POD pending
31-Jul-2024,D-4426,OEM-TVS,Wheel Hub Assy,1075,BATCH-2024-0110,MH13-7875,Ganesh Waghmare,Self-transport,INV-948233,EWB347854403241,13314.31,Delivered,26/12/2024,Short delivery – balance next trip
18-Mar-2021,D-1895,OEM-RENAULT,Clutch Plate,773,BATCH-2021-0062,MH13-8569,Deepak More,Gati Ltd,INV-933039,EWB689480139205,13139.05,,01-12-2024,Short delivery – balance next trip
2024-03-02,D-3070,OEM-FORD,ABS Sensor Ring,571,BATCH-2021-0449,KA01-1012,Deepak More,BlueDart,INV-571085,EWB862289621988,6791.53,Delivered,01-03-2021,
2023-02-27,D-1212,OEM-TVS,Wheel Hub Assy,1969,BATCH-2023-0485,KA01-1512,Ganesh Waghmare,Gati Ltd,INV-513865,EWB308948712495,20507.2,Delayed,27-08-2022,Delayed – vehicle breakdown
18-Jan-2022,D-2321,OEM-TVS,Wheel Hub Assy,1767,BATCH-2022-0039,MH04-9154,Rahul Sharma,Delhivery,INV-772560,EWB877967725725,24142.93,Delivered,11-11-2024,Delayed – vehicle breakdown
12/08/2022,D-4372,OEM-MAHINDRA,Brake Pad Type B,288,BATCH-2022-0350,MH12-5289,Nitin Sawant,Self-transport,INV-925875,EWB771427094799,1842.29,Delayed,12-04-2022,Customer not available
20/12/2024,D-2389,OEM-HONDA,Brake Shoe,1170,BATCH-2022-0461,MH10-9827,Rahul Sharma,Safexpress,INV-661937,EWB800550389625,24963.18,Delivered,06/05/2022,Customer not available
2024-11-20,D-2870,OEM-MAHINDRA,Drum Brake Assy,1666,BATCH-2022-0315,MH13-4239,Suresh Patil,,INV-108004,EWB224539315278,1302.11,Delayed,23-Jul-2022,Customer not available
01/06/2024,D-2464,OEM-TATA,Clutch Plate,1615,BATCH-2024-0110,GJ01-8075,Satish Bhosale,Self-transport,INV-590364,EWB326133399804,18152.11,Delivered,31-08-2024,Customer requested reschedule
2024-09-15,D-2160,OEM-HONDA,Wheel Hub Assy,1763,BATCH-2023-0404,MH12-5648,Pradeep Jadhav,TCI Express,INV-617853,EWB417589373783,11438.05,In Transit,02/18/2022,POD pending
2024-04-05,D-4050,OEM-HONDA,Drum Brake Assy,404,BATCH-2021-0221,MH14-4044,Nitin Sawant,Delhivery,INV-713634,EWB871170131505,1164.91,In Transit,02/06/2023,Short delivery – balance next trip
20-Jul-2021,D-2952,OEM-HYUNDAI,Brake Disc,1001,BATCH-2023-0212,MH04-4517,Rahul Sharma,BlueDart,INV-417719,EWB529259720388,10962.94,In Transit,2023-08-28,Short delivery – balance next trip
2024-01-15,D-2396,OEM-TATA,Brake Pad Type A,257,BATCH-2022-0216,MH12-7466,Nitin Sawant,TCI Express,INV-680171,EWB157135379214,,Delivered,18-Aug-2021,On time
